user_id,age,gender,registration_date,country,customer_segment
user_00250,27,M,2025-04-01,CA,Regular
user_00251,47,M,2024-02-03,AU,Regular
user_00252,44,F,2024-05-16,FR,Regular
user_00253,40,M,2023-11-02,IN,Premium
user_00254,64,F,2023-06-29,FR,Budget
user_00255,35,M,2024-10-30,US,Regular
user_00256,23,F,2023-07-27,DE,Budget
user_00257,32,M,2024-04-10,US,Regular
user_00258,57,F,2023-07-23,AU,Regular
user_00259,39,F,2024-05-25,US,Budget
user_00260,51,M,2024-01-14,US,Premium
user_00261,37,M,2025-05-31,US,Premium
user_00262,31,F,2024-06-21,FR,Budget
user_00263,40,M,2024-08-28,CA,Regular
user_00264,24,Other,2025-04-14,DE,Premium
user_00265,44,F,2025-03-11,UK,Regular
user_00266,31,F,2025-05-19,UK,Regular
user_00267,39,M,2023-12-28,CA,Regular
user_00268,66,M,2024-01-17,AU,Regular
user_00269,40,F,2024-08-21,US,Regular
user_00270,53,F,2024-01-09,UK,Regular
user_00271,52,F,2024-01-03,IN,Premium
user_00272,35,M,2024-05-27,UK,Regular
user_00273,49,M,2025-02-02,US,Regular
user_00274,25,F,2024-09-24,UK,Regular
user_00275,18,M,2024-08-15,US,Regular
user_00276,33,M,2023-10-16,UK,Budget
user_00277,47,M,2024-09-09,AU,Budget
user_00278,26,M,2025-02-25,FR,Regular
user_00279,19,M,2024-02-01,DE,Regular
user_00280,37,F,2024-07-13,US,Regular
user_00281,48,F,2025-06-11,US,Regular
user_00282,33,F,2024-11-18,DE,Regular
user_00283,40,M,2024-10-04,US,Budget
user_00284,46,M,2024-02-03,CA,Regular
user_00285,39,F,2025-01-12,US,Regular
user_00286,24,F,2024-07-06,US,Regular
user_00287,43,M,2024-01-12,IN,Regular
user_00288,34,M,2023-12-22,BR,Regular
user_00289,35,M,2024-07-02,DE,Regular
user_00290,43,M,2025-04-04,AU,Regular
user_00291,21,M,2023-07-09,US,Budget
user_00292,47,F,2023-11-01,US,Premium
user_00293,32,F,2025-03-02,UK,Regular
user_00294,42,F,2024-06-12,JP,Premium
user_00295,43,F,2023-10-20,UK,Regular
user_00296,49,M,2023-10-16,UK,Regular
user_00297,59,M,2025-03-02,US,Regular
user_00298,48,M,2025-06-09,CA,Budget
user_00299,53,F,2023-09-22,JP,Premium
user_00300,36,M,2025-04-30,FR,Budget
user_00301,21,F,2024-04-11,US,Premium
user_00302,32,F,2024-07-23,IN,Regular
user_00303,40,M,2024-06-04,US,Regular
user_00304,37,M,2024-04-18,FR,Regular
user_00305,52,F,2025-03-14,US,Premium
user_00306,23,F,2023-11-07,US,Regular
user_00307,42,M,2025-05-07,UK,Premium
user_00308,29,F,2023-12-01,IN,Regular
user_00309,49,F,2023-06-17,AU,Regular
user_00310,22,M,2023-07-31,BR,Regular
user_00311,41,M,2024-08-23,UK,Regular
user_00312,40,F,2023-08-06,US,Regular
user_00313,46,M,2023-11-29,FR,Budget
user_00314,33,M,2023-08-27,US,Regular
user_00315,33,F,2023-10-31,DE,Premium
user_00316,30,F,2023-08-24,UK,Regular
user_00317,27,F,2024-03-10,IN,Premium
user_00318,39,F,2024-12-27,FR,Regular
user_00319,29,F,2023-08-06,US,Regular
user_00320,27,M,2023-11-29,JP,Regular
user_00321,20,M,2025-01-03,CA,Budget
user_00322,41,M,2024-09-26,US,Premium
user_00323,60,M,2023-10-07,AU,Regular
user_00324,27,F,2023-12-12,IN,Regular
user_00325,34,F,2024-08-05,CA,Premium
user_00326,54,M,2023-09-03,JP,Budget
user_00327,31,M,2024-06-29,IN,Premium
user_00328,45,M,2024-08-30,CA,Regular
user_00329,44,M,2025-01-02,AU,Regular
user_00330,32,M,2024-06-16,US,Budget
user_00331,30,F,2024-12-14,US,Budget
user_00332,39,F,2024-10-11,US,Budget
user_00333,52,M,2023-10-27,AU,Regular
user_00334,56,M,2025-06-05,UK,Premium
user_00335,38,M,2023-11-12,US,Regular
user_00336,36,F,2024-10-02,BR,Budget
user_00337,42,F,2025-02-22,BR,Budget
user_00338,38,F,2023-08-29,UK,Premium
user_00339,34,M,2023-12-23,US,Premium
user_00340,30,F,2023-12-17,CA,Regular
user_00341,39,M,2024-05-18,US,Premium
user_00342,18,M,2024-01-12,JP,Regular
user_00343,50,M,2023-07-23,US,Regular
user_00344,28,F,2023-10-12,CA,Budget
user_00345,31,F,2024-06-18,US,Premium
user_00346,46,F,2024-02-13,BR,Regular
user_00347,40,M,2024-01-10,CA,Regular
user_00348,30,F,2024-12-11,UK,Regular
user_00349,21,M,2023-10-30,AU,Regular
user_00350,40,M,2024-10-13,AU,Premium
user_00351,21,M,2023-08-10,CA,Premium
user_00352,18,F,2024-12-11,US,Premium
user_00353,60,F,2023-09-27,FR,Regular
user_00354,19,M,2025-05-22,IN,Premium
user_00355,18,M,2025-02-12,UK,Regular
user_00356,18,F,2024-10-23,CA,Regular
user_00357,30,F,2023-06-17,DE,Regular
user_00358,35,M,2024-04-22,IN,Regular
user_00359,26,M,2024-11-24,US,Regular
user_00360,25,M,2023-08-31,IN,Budget
user_00361,51,F,2023-11-27,US,Premium
user_00362,49,M,2023-12-10,US,Regular
user_00363,44,F,2023-09-03,FR,Regular
user_00364,20,M,2024-05-26,US,Premium
user_00365,29,F,2025-02-13,US,Budget
user_00366,27,F,2024-06-03,CA,Budget
user_00367,46,F,2024-08-28,DE,Premium
user_00368,42,M,2023-08-17,UK,Regular
user_00369,32,M,2023-09-25,IN,Regular
user_00370,32,F,2025-02-10,JP,Budget
user_00371,32,F,2024-10-22,CA,Regular
user_00372,39,M,2024-11-21,UK,Regular
user_00373,54,M,2024-03-03,US,Regular
user_00374,21,M,2024-09-07,CA,Regular
user_00375,35,F,2023-07-10,US,Premium
user_00376,37,F,2024-10-26,US,Regular
user_00377,25,M,2025-02-03,FR,Budget
user_00378,25,F,2024-02-07,UK,Regular
user_00379,28,F,2025-04-07,UK,Regular
user_00380,33,F,2023-11-24,JP,Premium
user_00381,35,F,2024-04-01,UK,Regular
user_00382,30,F,2025-03-03,US,Regular
user_00383,25,F,2023-12-24,US,Premium
user_00384,30,M,2024-09-12,AU,Regular
user_00385,30,F,2023-06-15,US,Regular
user_00386,32,F,2023-08-12,JP,Regular
user_00387,36,F,2024-07-28,US,Premium
user_00388,48,F,2023-07-09,CA,Regular
user_00389,27,M,2025-02-19,UK,Premium
user_00390,41,F,2025-02-14,DE,Regular
user_00391,19,F,2025-04-26,US,Regular
user_00392,31,F,2024-05-08,US,Regular
user_00393,48,F,2023-10-02,US,Budget
user_00394,37,M,2024-04-12,BR,Regular
user_00395,18,M,2025-04-24,UK,Budget
user_00396,46,M,2024-08-21,CA,Regular
user_00397,52,F,2024-12-12,US,Premium
user_00398,44,M,2023-06-18,US,Premium
user_00399,33,M,2024-11-04,US,Regular
user_00400,22,F,2023-11-08,US,Regular
user_00401,18,M,2023-10-25,AU,Regular
user_00402,19,F,2025-04-03,BR,Premium
user_00403,22,F,2025-01-15,US,Budget
user_00404,49,F,2025-01-21,FR,Budget
user_00405,30,M,2025-02-01,FR,Premium
user_00406,20,F,2024-03-24,US,Premium
user_00407,22,M,2024-02-08,US,Regular
user_00408,39,M,2025-05-15,FR,Premium
user_00409,35,F,2023-12-31,AU,Regular
user_00410,32,M,2025-05-21,JP,Regular
user_00411,49,M,2024-04-03,DE,Regular
user_00412,35,F,2023-09-01,IN,Regular
user_00413,26,F,2025-05-11,US,Premium
user_00414,49,F,2024-06-01,US,Regular
user_00415,26,M,2024-05-27,CA,Budget
user_00416,34,F,2025-03-07,UK,Regular
user_00417,26,M,2023-10-20,UK,Premium
user_00418,19,M,2025-06-04,US,Regular
user_00419,32,F,2023-10-24,UK,Regular
user_00420,18,F,2024-05-22,UK,Budget
user_00421,48,F,2023-09-25,US,Regular
user_00422,30,M,2023-07-25,US,Regular
user_00423,36,F,2023-12-16,US,Regular
user_00424,22,F,2025-01-01,US,Budget
user_00425,35,M,2024-10-08,US,Regular
user_00426,29,M,2024-10-28,US,Budget
user_00427,42,F,2024-04-04,US,Regular
user_00428,19,M,2025-02-01,BR,Regular
user_00429,48,M,2025-01-07,JP,Premium
user_00430,28,M,2024-07-09,FR,Regular
user_00431,30,F,2023-08-20,FR,Budget
user_00432,29,M,2024-09-13,US,Regular
user_00433,43,M,2025-04-26,US,Budget
user_00434,42,M,2024-12-03,UK,Budget
user_00435,29,M,2025-01-20,US,Premium
user_00436,47,F,2024-03-09,US,Budget
user_00437,19,M,2024-11-17,US,Budget
user_00438,43,M,2023-12-02,CA,Budget
user_00439,58,F,2023-12-13,UK,Budget
user_00440,30,M,2024-09-15,BR,Regular
user_00441,35,F,2025-03-21,IN,Budget
user_00442,45,Other,2023-06-25,FR,Regular
user_00443,41,F,2024-01-21,DE,Regular
user_00444,30,M,2024-03-04,US,Premium
user_00445,32,M,2025-03-15,JP,Premium
user_00446,44,F,2025-04-05,BR,Budget
user_00447,24,M,2023-10-23,BR,Premium
user_00448,34,F,2023-08-12,UK,Regular
user_00449,33,F,2024-02-29,CA,Premium
user_00450,39,M,2024-11-23,BR,Regular
user_00451,49,F,2023-06-15,IN,Premium
user_00452,29,F,2024-12-20,FR,Regular
user_00453,38,F,2023-10-16,US,Budget
user_00454,52,F,2024-03-14,US,Regular
user_00455,32,F,2023-11-11,DE,Budget
user_00456,53,F,2025-03-17,UK,Budget
user_00457,42,M,2023-11-17,CA,Premium
user_00458,30,F,2025-03-11,CA,Regular
user_00459,27,M,2024-04-06,US,Regular
user_00460,33,M,2024-12-04,JP,Budget
user_00461,35,M,2024-07-06,UK,Regular
user_00462,29,M,2024-07-03,US,Regular
user_00463,34,M,2023-11-19,CA,Budget
user_00464,58,Other,2024-07-14,BR,Premium
user_00465,34,M,2025-05-24,UK,Budget
user_00466,44,M,2024-08-15,FR,Budget
user_00467,53,F,2025-01-10,DE,Premium
user_00468,54,M,2023-08-09,CA,Regular
user_00469,46,M,2024-04-26,CA,Budget
user_00470,18,F,2025-02-27,DE,Budget
user_00471,24,F,2024-11-14,US,Premium
user_00472,31,F,2023-09-22,BR,Premium
user_00473,31,F,2024-08-20,JP,Regular
user_00474,18,M,2024-06-20,US,Regular
user_00475,54,M,2024-09-06,JP,Premium
user_00476,48,M,2024-04-09,US,Regular
user_00477,31,F,2024-12-06,US,Regular
user_00478,61,F,2025-05-20,UK,Regular
user_00479,18,M,2025-02-14,DE,Regular
user_00480,22,M,2024-11-28,US,Regular
user_00481,30,F,2023-08-13,CA,Regular
user_00482,40,M,2023-11-14,AU,Regular
user_00483,51,M,2024-11-20,AU,Premium
user_00484,22,M,2024-04-08,US,Regular
user_00485,36,M,2024-09-23,FR,Regular
user_00486,42,M,2024-12-24,UK,Regular
user_00487,31,M,2024-11-23,IN,Regular
user_00488,34,M,2024-09-07,CA,Premium
user_00489,40,F,2023-08-08,US,Regular
user_00490,30,F,2025-02-23,US,Premium
user_00491,47,M,2023-12-27,IN,Regular
user_00492,47,M,2024-02-15,US,Budget
user_00493,18,M,2024-01-20,IN,Budget
user_00494,48,F,2024-12-29,FR,Premium
user_00495,59,F,2023-10-08,CA,Regular
user_00496,38,F,2023-08-21,FR,Regular
user_00497,56,M,2024-12-10,US,Budget
user_00498,40,F,2023-11-08,AU,Regular
user_00499,35,M,2024-04-21,AU,Regular
user_00500,44,M,2024-03-04,BR,Budget
user_00501,37,M,2023-07-26,FR,Regular
user_00502,49,F,2025-01-16,UK,Regular
user_00503,33,M,2024-02-04,US,Regular
user_00504,62,F,2024-11-20,JP,Regular
user_00505,41,M,2025-04-16,JP,Budget
user_00506,34,F,2023-12-11,US,Budget
user_00507,31,F,2024-11-23,FR,Budget
user_00508,26,F,2024-05-24,DE,Premium
user_00509,38,M,2023-11-06,US,Budget
user_00510,35,M,2023-08-25,CA,Regular
user_00511,42,F,2024-12-06,US,Regular
user_00512,22,F,2024-03-18,JP,Budget
user_00513,43,M,2025-05-16,US,Regular
user_00514,37,M,2023-12-27,US,Regular
user_00515,49,F,2025-05-12,BR,Regular
user_00516,61,F,2023-11-26,DE,Regular
user_00517,20,M,2025-04-20,JP,Regular
user_00518,21,F,2024-03-03,UK,Premium
user_00519,36,F,2024-06-23,FR,Regular
user_00520,25,M,2025-01-09,FR,Regular
user_00521,32,F,2025-03-16,JP,Premium
user_00522,45,M,2023-08-31,JP,Premium
user_00523,25,F,2023-08-08,UK,Regular
user_00524,33,F,2023-09-27,IN,Regular
user_00525,46,M,2024-02-27,CA,Regular
user_00526,52,M,2025-05-20,US,Budget
user_00527,46,M,2023-12-24,FR,Budget
user_00528,22,M,2023-06-20,DE,Premium
user_00529,48,M,2024-08-12,UK,Budget
user_00530,23,F,2024-10-28,UK,Premium
user_00531,34,F,2024-11-14,AU,Regular
user_00532,25,F,2025-03-04,DE,Regular
user_00533,52,M,2023-06-15,IN,Premium
user_00534,37,M,2025-04-08,BR,Regular
user_00535,31,M,2024-08-03,JP,Regular
user_00536,24,F,2024-01-04,UK,Regular
user_00537,36,M,2024-05-10,UK,Regular
user_00538,44,F,2023-12-24,FR,Budget
user_00539,18,M,2024-10-25,FR,Regular
user_00540,25,M,2024-01-27,US,Regular
user_00541,26,F,2023-08-08,US,Regular
user_00542,21,F,2024-01-10,UK,Regular
user_00543,20,M,2023-12-05,DE,Regular
user_00544,39,F,2024-10-30,AU,Regular
user_00545,44,M,2025-04-14,UK,Premium
user_00546,26,F,2025-03-25,US,Regular
user_00547,25,F,2025-02-28,IN,Regular
user_00548,35,F,2023-12-20,FR,Regular
user_00549,38,F,2024-11-25,US,Regular
user_00550,40,M,2023-07-20,CA,Budget
user_00551,52,M,2024-02-07,JP,Budget
user_00552,50,F,2025-01-04,DE,Premium
user_00553,24,M,2025-06-07,CA,Regular
user_00554,34,M,2025-05-28,UK,Budget
user_00555,28,F,2024-05-18,US,Budget
user_00556,61,M,2025-06-09,US,Regular
user_00557,18,M,2024-10-20,DE,Premium
user_00558,35,M,2024-02-06,IN,Premium
user_00559,37,F,2023-11-30,UK,Budget
user_00560,18,M,2024-09-11,AU,Premium
user_00561,36,F,2025-01-09,US,Budget
user_00562,25,F,2024-10-10,IN,Budget
user_00563,51,M,2024-06-15,CA,Regular
user_00564,44,F,2024-12-07,IN,Regular
user_00565,19,F,2025-04-29,US,Premium
user_00566,42,M,2024-12-23,US,Budget
user_00567,33,M,2023-11-23,FR,Premium
user_00568,30,F,2023-08-29,US,Budget
user_00569,34,M,2024-10-08,BR,Budget
user_00570,19,F,2023-08-07,US,Regular
user_00571,18,M,2025-05-26,JP,Regular
user_00572,18,F,2025-02-18,BR,Budget
user_00573,46,F,2024-09-19,JP,Regular
user_00574,40,M,2023-11-10,AU,Regular
user_00575,25,F,2025-03-05,UK,Budget
user_00576,32,F,2025-01-09,BR,Regular
user_00577,22,F,2025-03-20,CA,Regular
user_00578,20,M,2023-10-06,US,Regular
user_00579,39,M,2024-09-14,BR,Regular
user_00580,27,F,2024-08-26,BR,Regular
user_00581,50,M,2024-09-06,IN,Regular
user_00582,55,F,2023-07-13,CA,Premium
user_00583,64,F,2024-05-17,US,Premium
user_00584,47,M,2025-05-05,FR,Regular
user_00585,33,M,2024-07-04,AU,Budget
user_00586,28,M,2024-12-09,UK,Budget
user_00587,44,F,2023-12-09,US,Regular
user_00588,21,M,2024-11-22,US,Regular
user_00589,37,F,2023-08-31,AU,Regular
user_00590,41,F,2023-09-16,FR,Premium
user_00591,33,F,2023-06-14,US,Budget
user_00592,21,M,2024-04-15,CA,Budget
user_00593,33,F,2024-12-27,BR,Regular
user_00594,31,F,2024-10-10,BR,Regular
user_00595,29,F,2024-12-19,UK,Regular
user_00596,33,F,2025-02-04,BR,Premium
user_00597,18,F,2024-04-19,US,Regular
user_00598,34,M,2024-08-01,CA,Regular
user_00599,40,F,2024-12-26,US,Regular
user_00600,43,M,2024-02-15,IN,Regular
user_00601,40,F,2025-03-15,US,Regular
user_00602,43,F,2024-01-10,UK,Budget
user_00603,30,F,2023-10-26,AU,Regular
user_00604,30,M,2023-11-25,UK,Regular
user_00605,30,F,2025-03-07,UK,Budget
user_00606,18,M,2025-04-23,UK,Regular
user_00607,42,M,2024-03-19,US,Regular
user_00608,28,F,2025-02-04,FR,Premium
user_00609,39,M,2024-07-09,IN,Budget
user_00610,35,F,2024-07-25,IN,Premium
user_00611,32,M,2025-03-22,DE,Regular
user_00612,22,M,2025-03-06,CA,Regular
user_00613,18,M,2023-11-04,DE,Premium
