session_id,user_id,session_date,device_type,traffic_source,session_duration_seconds,pages_viewed,bounce_rate,converted,revenue
session_000030,user_09468,2025-04-21,Mobile,Direct,97.69621721868059,5,0,0,0.0
session_000031,user_01546,2025-05-19,Desktop,Organic,30.0,2,0,0,0.0
session_000032,user_00555,2025-05-29,Mobile,Direct,932.5227589394418,4,0,0,0.0
session_000033,user_03000,2025-05-16,Mobile,Direct,265.706600255504,4,0,0,0.0
session_000034,user_07528,2025-03-15,Mobile,Direct,162.25469592536552,3,0,0,0.0
session_000035,user_00590,2025-03-23,Mobile,Paid Search,289.21009898331954,3,0,0,0.0
session_000036,user_09396,2025-06-02,Mobile,Paid Search,49.7648290197824,7,0,0,0.0
session_000037,user_08233,2025-03-30,Mobile,Organic,421.2464201315283,6,0,0,0.0
session_000038,user_05411,2025-05-29,Mobile,Organic,81.71166875869534,8,0,0,0.0
session_000039,user_03769,2025-04-26,Desktop,Social,61.6537724214053,10,0,0,0.0
session_000040,user_09978,2025-04-10,Mobile,Organic,181.18914734125195,5,0,0,0.0
session_000041,user_07648,2025-03-16,Desktop,Paid Search,58.58270644553453,2,0,0,0.0
session_000042,user_09638,2025-03-26,Mobile,Email,123.14897400588454,2,0,0,0.0
session_000043,user_09072,2025-03-26,Mobile,Organic,1189.4725343381317,4,0,0,0.0
session_000044,user_00887,2025-05-14,Mobile,Social,471.1838539209332,2,0,0,0.0
session_000045,user_03936,2025-04-17,Tablet,Paid Search,48.79234544394439,5,0,0,0.0
session_000046,user_04377,2025-05-17,Mobile,Direct,208.88619971143967,3,0,0,0.0
session_000047,user_06861,2025-05-28,Desktop,Social,76.19077482456265,2,0,0,0.0
session_000048,user_01867,2025-03-15,Desktop,Organic,509.10149657436614,2,0,1,13.67
session_000049,user_08628,2025-05-07,Mobile,Direct,273.0620136899504,5,0,0,0.0
session_000050,user_00389,2025-04-06,Mobile,Organic,310.57443642956787,6,0,0,0.0
session_000051,user_09648,2025-03-31,Mobile,Organic,153.70614937700466,5,0,0,0.0
session_000052,user_07980,2025-03-29,Desktop,Social,772.504474137147,2,0,0,0.0
session_000053,user_06090,2025-06-10,Desktop,Organic,37.249060644605464,6,0,0,0.0
session_000054,user_02837,2025-04-04,Desktop,Social,32.764403329575515,5,0,0,0.0
session_000055,user_07265,2025-04-24,Mobile,Organic,150.77048403268748,3,0,0,0.0
session_000056,user_08316,2025-06-02,Mobile,Organic,310.02113574503096,7,0,0,0.0
session_000057,user_06227,2025-04-23,Desktop,Organic,1079.3660705261727,3,0,0,0.0
session_000058,user_01455,2025-05-04,Tablet,Direct,30.0,4,0,1,54.86
session_000059,user_09370,2025-05-27,Mobile,Organic,289.21201291077716,3,0,0,0.0
session_000060,user_02435,2025-05-19,Desktop,Paid Search,100.86111153762674,6,0,0,0.0
session_000061,user_06526,2025-04-05,Desktop,Organic,787.022207804852,6,0,0,0.0
session_000062,user_01982,2025-04-11,Desktop,Organic,158.79138798873151,5,0,0,0.0
session_000063,user_01645,2025-05-20,Desktop,Email,179.58795552501243,10,0,0,0.0
session_000064,user_03371,2025-05-15,Mobile,Organic,458.23156122556173,2,0,0,0.0
session_000065,user_07165,2025-04-19,Mobile,Direct,94.50975868651454,3,0,0,0.0
session_000066,user_00877,2025-03-28,Desktop,Organic,452.91698533197354,4,0,0,0.0
session_000067,user_03709,2025-04-09,Mobile,Organic,331.55488260749263,6,0,0,0.0
session_000068,user_04315,2025-04-09,Mobile,Email,408.20149047772196,6,0,0,0.0
session_000069,user_01631,2025-05-21,Desktop,Organic,242.81102570535137,3,0,0,0.0
session_000070,user_03602,2025-06-06,Desktop,Email,542.4934619479083,4,0,0,0.0
session_000071,user_03517,2025-03-24,Mobile,Direct,139.99750225675794,10,0,0,0.0
session_000072,user_06897,2025-06-08,Tablet,Paid Search,432.85080124777284,3,0,0,0.0
session_000073,user_03773,2025-06-09,Mobile,Organic,30.0,5,0,0,0.0
session_000074,user_06803,2025-05-02,Tablet,Organic,362.4149045055552,7,0,1,54.92
session_000075,user_01826,2025-03-29,Mobile,Email,226.6465622152068,5,0,0,0.0
session_000076,user_08109,2025-05-04,Mobile,Paid Search,219.0594339766924,5,0,0,0.0
session_000077,user_08548,2025-05-07,Tablet,Direct,30.0,8,0,0,0.0
session_000078,user_04517,2025-05-25,Mobile,Direct,201.95675634195157,17,0,0,0.0
session_000079,user_05528,2025-06-04,Mobile,Social,692.5652932806082,7,0,0,0.0
session_000080,user_06948,2025-05-23,Mobile,Paid Search,401.2799438466758,5,0,0,0.0
session_000081,user_00746,2025-04-11,Mobile,Organic,470.6360364765428,5,0,0,0.0
session_000082,user_07451,2025-03-27,Desktop,Organic,30.0,3,0,0,0.0
session_000083,user_02140,2025-04-10,Mobile,Email,330.4976149796774,6,0,0,0.0
session_000084,user_03413,2025-04-17,Mobile,Paid Search,284.40648111538957,8,0,1,14.06
session_000085,user_00145,2025-04-11,Mobile,Paid Search,86.71249224560526,4,0,0,0.0
session_000086,user_02896,2025-04-02,Mobile,Social,454.8751346382965,4,0,0,0.0
session_000087,user_09846,2025-04-04,Mobile,Organic,352.024300456444,4,0,0,0.0
session_000088,user_01254,2025-04-08,Mobile,Email,92.11736400999334,3,0,0,0.0
session_000089,user_01007,2025-05-30,Desktop,Organic,30.0,7,0,0,0.0
session_000090,user_04567,2025-06-09,Desktop,Organic,972.2022032465089,6,0,0,0.0
session_000091,user_05958,2025-05-16,Mobile,Organic,833.1104288507659,3,0,0,0.0
session_000092,user_04703,2025-06-10,Desktop,Social,212.50824225294747,9,0,1,230.56
session_000093,user_09909,2025-04-19,Mobile,Direct,466.10548895231364,8,0,0,0.0
session_000094,user_03973,2025-04-22,Desktop,Social,30.0,3,0,0,0.0
session_000095,user_00867,2025-04-19,Mobile,Paid Search,215.50698085312604,7,0,1,130.71
session_000096,user_05130,2025-03-28,Mobile,Paid Search,400.10418206069863,5,0,0,0.0
session_000097,user_06142,2025-04-23,Desktop,Organic,33.01288265245483,4,0,0,0.0
session_000098,user_04274,2025-06-08,Mobile,Paid Search,557.8710976145933,5,0,0,0.0
session_000099,user_08578,2025-03-23,Mobile,Social,556.452667747971,6,0,0,0.0
session_000100,user_04224,2025-05-31,Mobile,Organic,1554.2616346622287,3,0,0,0.0
session_000101,user_05256,2025-04-13,Desktop,Paid Search,242.654201080127,4,0,0,0.0
session_000102,user_07807,2025-04-16,Mobile,Direct,105.60708479500498,7,0,0,0.0
session_000103,user_06474,2025-06-08,Mobile,Organic,128.57610873983015,8,0,0,0.0
session_000104,user_00885,2025-05-25,Mobile,Paid Search,84.04469070819141,3,0,0,0.0
session_000105,user_09702,2025-04-22,Mobile,Organic,30.0,4,0,0,0.0
session_000106,user_02082,2025-03-20,Desktop,Direct,303.42595314716147,6,0,1,137.44
session_000107,user_09473,2025-05-24,Desktop,Social,209.30143673687985,6,0,0,0.0
session_000108,user_07122,2025-04-01,Mobile,Social,115.29857931908911,3,0,0,0.0
session_000109,user_03422,2025-05-08,Desktop,Email,97.20934159875168,7,0,0,0.0
session_000110,user_07242,2025-05-16,Mobile,Social,590.7938526347509,7,0,0,0.0
session_000111,user_07564,2025-05-22,Mobile,Social,319.6285898953433,8,0,0,0.0
session_000112,user_04399,2025-04-16,Mobile,Email,743.3772073057623,5,0,0,0.0
session_000113,user_03567,2025-03-15,Mobile,Organic,460.9853565361443,4,0,0,0.0
session_000114,user_02356,2025-03-25,Mobile,Email,306.0623211045821,3,0,0,0.0
session_000115,user_00671,2025-04-21,Mobile,Paid Search,267.54618858186495,4,0,0,0.0
session_000116,user_01744,2025-05-05,Desktop,Email,43.1717993240954,4,0,0,0.0
session_000117,user_01550,2025-06-06,Mobile,Organic,108.35754874706913,5,0,0,0.0
session_000118,user_04297,2025-05-30,Mobile,Social,30.0,4,0,0,0.0
session_000119,user_06482,2025-04-18,Mobile,Organic,417.8077508634502,3,0,0,0.0
session_000120,user_00098,2025-05-09,Mobile,Paid Search,121.3457236829276,8,0,0,0.0
session_000121,user_05386,2025-03-26,Mobile,Email,302.8071789376665,4,0,0,0.0
session_000122,user_00481,2025-03-30,Mobile,Paid Search,272.87054917433244,8,0,0,0.0
session_000123,user_07020,2025-03-31,Desktop,Organic,59.059024582567915,7,0,0,0.0
session_000124,user_02871,2025-03-25,Desktop,Paid Search,430.0441142268236,5,0,0,0.0
session_000125,user_07914,2025-05-06,Mobile,Organic,1027.275472538987,1,1,0,0.0
session_000126,user_00736,2025-04-20,Desktop,Organic,339.14081680835915,3,0,0,0.0
session_000127,user_08577,2025-06-07,Mobile,Organic,638.0685429254539,4,0,0,0.0
session_000128,user_07157,2025-03-16,Desktop,Organic,58.1298377757272,3,0,0,0.0
session_000129,user_09779,2025-04-11,Desktop,Organic,724.686164408792,5,0,0,0.0
session_000130,user_09400,2025-03-19,Desktop,Organic,137.56281448699932,6,0,0,0.0
session_000131,user_07943,2025-04-28,Mobile,Paid Search,411.12419933389725,7,0,0,0.0
session_000132,user_05461,2025-05-05,Mobile,Organic,230.85762028887586,7,0,0,0.0
session_000133,user_05392,2025-03-23,Mobile,Organic,443.5811058838368,10,0,0,0.0
session_000134,user_01259,2025-04-22,Desktop,Social,1207.3946682264689,8,0,0,0.0
session_000135,user_03030,2025-06-04,Mobile,Organic,117.78643216906819,6,0,0,0.0
session_000136,user_05248,2025-04-21,Desktop,Organic,33.551320262089035,6,0,0,0.0
session_000137,user_05423,2025-05-09,Mobile,Organic,632.812297784029,7,0,0,0.0
session_000138,user_08331,2025-04-12,Desktop,Paid Search,74.86067323521296,2,0,0,0.0
session_000139,user_06527,2025-05-24,Mobile,Email,519.6856557538133,9,0,0,0.0
session_000140,user_05419,2025-06-05,Mobile,Social,367.78523165948747,5,0,0,0.0
session_000141,user_05845,2025-05-30,Desktop,Organic,1036.2382303254255,1,1,0,0.0
session_000142,user_02334,2025-05-25,Desktop,Social,461.81038929004194,9,0,0,0.0
session_000143,user_06109,2025-04-12,Mobile,Social,779.8933644890034,5,0,0,0.0
session_000144,user_05508,2025-04-05,Mobile,Organic,148.68258946267596,2,0,0,0.0
session_000145,user_02117,2025-04-03,Desktop,Direct,61.966073760397734,6,0,0,0.0
session_000146,user_02418,2025-05-15,Mobile,Organic,816.2087320879847,9,0,0,0.0
session_000147,user_00486,2025-05-08,Desktop,Direct,365.80399508026926,2,0,0,0.0
session_000148,user_02241,2025-04-23,Mobile,Email,1478.6877409724489,7,0,0,0.0
session_000149,user_04258,2025-05-13,Mobile,Paid Search,710.9819256117871,6,0,0,0.0
session_000150,user_02765,2025-05-14,Mobile,Paid Search,30.0,7,0,0,0.0
session_000151,user_06893,2025-04-05,Mobile,Organic,492.7190246856357,5,0,0,0.0
session_000152,user_09039,2025-04-20,Mobile,Organic,447.2191519214718,3,0,0,0.0
session_000153,user_02661,2025-03-24,Desktop,Social,375.4050957913097,6,0,0,0.0
session_000154,user_05758,2025-04-30,Tablet,Paid Search,323.8096646727553,3,0,0,0.0
session_000155,user_01954,2025-04-03,Desktop,Email,101.34212907362486,7,0,0,0.0
session_000156,user_06538,2025-05-24,Desktop,Organic,648.9303729056685,8,0,0,0.0
session_000157,user_06494,2025-05-29,Desktop,Paid Search,173.500383203924,6,0,0,0.0
session_000158,user_06788,2025-06-11,Mobile,Direct,507.69419065711276,3,0,0,0.0
session_000159,user_09094,2025-05-17,Mobile,Organic,80.84145398781355,3,0,0,0.0
session_000160,user_02977,2025-03-21,Mobile,Email,232.68084766491702,5,0,0,0.0
session_000161,user_04152,2025-04-09,Desktop,Organic,258.2738985993745,6,0,0,0.0
session_000162,user_09628,2025-03-31,Desktop,Social,161.53308734290022,2,0,0,0.0
session_000163,user_05854,2025-05-21,Desktop,Organic,604.2750321105468,7,0,0,0.0
session_000164,user_05319,2025-06-04,Mobile,Paid Search,200.2888950770049,7,0,0,0.0
session_000165,user_09768,2025-05-13,Mobile,Organic,85.58289883769042,6,0,0,0.0
session_000166,user_04027,2025-03-31,Mobile,Organic,200.70166065196048,6,0,0,0.0
session_000167,user_03992,2025-05-26,Mobile,Organic,111.52818906609112,3,0,0,0.0
session_000168,user_00248,2025-05-10,Desktop,Organic,153.29156705856758,6,0,0,0.0
session_000169,user_01122,2025-05-17,Mobile,Organic,353.60286707495317,5,0,0,0.0
session_000170,user_08556,2025-04-11,Mobile,Paid Search,466.41272047459825,4,0,1,370.86
session_000171,user_03449,2025-04-15,Mobile,Organic,42.46527561836192,2,0,0,0.0
session_000172,user_06705,2025-05-15,Mobile,Organic,668.2685912169678,5,0,0,0.0
session_000173,user_04070,2025-05-15,Mobile,Paid Search,292.59391642118516,2,0,0,0.0
session_000174,user_05892,2025-04-16,Mobile,Paid Search,30.0,7,0,0,0.0
session_000175,user_08527,2025-05-04,Desktop,Paid Search,175.42938635255734,5,0,0,0.0
session_000176,user_06504,2025-04-22,Desktop,Organic,206.50118897507252,4,0,0,0.0
session_000177,user_06276,2025-03-15,Desktop,Social,664.0746986459563,8,0,0,0.0
session_000178,user_03190,2025-04-16,Desktop,Social,203.86464984830863,7,0,1,34.91
session_000179,user_08080,2025-04-27,Desktop,Organic,141.41063338476272,2,0,0,0.0
session_000180,user_05419,2025-03-31,Mobile,Social,89.10260094914936,6,0,0,0.0
session_000181,user_06195,2025-05-27,Desktop,Organic,1123.3789746382993,4,0,0,0.0
session_000182,user_07957,2025-04-30,Mobile,Paid Search,59.39847930978569,5,0,0,0.0
session_000183,user_02652,2025-06-01,Desktop,Social,130.93966547758504,7,0,0,0.0
session_000184,user_04811,2025-04-21,Mobile,Organic,119.82982981110307,1,1,0,0.0
session_000185,user_08922,2025-04-30,Mobile,Paid Search,151.11217600822297,5,0,0,0.0
session_000186,user_04785,2025-04-14,Mobile,Paid Search,852.1417794815479,8,0,0,0.0
session_000187,user_01896,2025-05-28,Mobile,Organic,75.05788406860324,6,0,0,0.0
session_000188,user_01671,2025-04-19,Mobile,Organic,276.803305290195,7,0,0,0.0
session_000189,user_04839,2025-04-06,Tablet,Social,111.96114488395722,6,0,0,0.0
session_000190,user_05865,2025-03-31,Tablet,Direct,408.1186637292042,8,0,0,0.0
session_000191,user_05484,2025-03-21,Mobile,Organic,133.15313121832077,2,0,0,0.0
session_000192,user_03116,2025-04-25,Desktop,Email,600.2933279534444,6,0,0,0.0
session_000193,user_09231,2025-06-03,Desktop,Organic,294.2051567834748,3,0,0,0.0
session_000194,user_01851,2025-03-26,Mobile,Direct,84.49664320454237,7,0,0,0.0
session_000195,user_00001,2025-05-14,Tablet,Paid Search,54.338008774114925,6,0,0,0.0
session_000196,user_08120,2025-05-12,Mobile,Organic,274.69571772267074,6,0,0,0.0
session_000197,user_02859,2025-04-08,Mobile,Organic,419.27793537097403,2,0,0,0.0
session_000198,user_05596,2025-05-21,Mobile,Paid Search,58.80370107870527,4,0,0,0.0
session_000199,user_09097,2025-05-10,Mobile,Organic,135.14011396831071,5,0,0,0.0
session_000200,user_01654,2025-05-07,Mobile,Paid Search,547.3700019545378,3,0,0,0.0
session_000201,user_04551,2025-03-15,Desktop,Direct,134.4018153658727,8,0,0,0.0
session_000202,user_07448,2025-06-11,Desktop,Email,675.2764481230926,3,0,0,0.0
session_000203,user_07445,2025-05-14,Desktop,Organic,383.3096073297372,7,0,0,0.0
session_000204,user_06961,2025-04-27,Mobile,Direct,111.7211249627016,3,0,0,0.0
session_000205,user_05471,2025-04-29,Desktop,Direct,212.29978131064502,1,1,0,0.0
session_000206,user_04514,2025-03-23,Mobile,Social,212.4061729098312,1,1,0,0.0
session_000207,user_01759,2025-04-16,Desktop,Email,382.406810245715,7,0,0,0.0
session_000208,user_04322,2025-05-05,Mobile,Organic,428.28094630804213,6,0,0,0.0
session_000209,user_01156,2025-03-16,Mobile,Email,835.1432173861613,4,0,0,0.0
session_000210,user_02865,2025-05-18,Mobile,Organic,76.626107851869,3,0,0,0.0
session_000211,user_05114,2025-04-14,Mobile,Organic,713.1031030561071,8,0,0,0.0
session_000212,user_04226,2025-05-23,Mobile,Paid Search,243.44060245119624,5,0,0,0.0
session_000213,user_01990,2025-05-21,Mobile,Social,1101.5955192161712,2,0,0,0.0
session_000214,user_04757,2025-05-09,Desktop,Organic,498.9510796884695,6,0,0,0.0
session_000215,user_03611,2025-05-29,Mobile,Organic,72.23710863343379,9,0,0,0.0
session_000216,user_09141,2025-06-03,Desktop,Paid Search,74.3671861245984,4,0,0,0.0
session_000217,user_01682,2025-05-26,Tablet,Direct,241.23250612202827,5,0,0,0.0
session_000218,user_01869,2025-06-01,Desktop,Organic,414.69987752309186,5,0,0,0.0
session_000219,user_09957,2025-06-11,Mobile,Direct,31.89504269137949,7,0,0,0.0
session_000220,user_08594,2025-04-04,Mobile,Social,137.70859240864547,6,0,0,0.0
session_000221,user_02011,2025-05-20,Tablet,Direct,464.14034268094514,6,0,0,0.0
session_000222,user_09077,2025-05-24,Desktop,Organic,708.8019552658072,6,0,0,0.0
session_000223,user_05515,2025-03-31,Mobile,Organic,367.55961611436754,4,0,0,0.0
session_000224,user_01294,2025-05-22,Desktop,Direct,410.3965514107638,2,0,0,0.0
session_000225,user_08416,2025-04-18,Mobile,Social,784.7289694198722,6,0,0,0.0
session_000226,user_01659,2025-06-05,Desktop,Paid Search,30.0,5,0,0,0.0
session_000227,user_00272,2025-04-30,Mobile,Email,43.59771878250087,7,0,1,56.73
session_000228,user_04587,2025-04-27,Mobile,Paid Search,471.3207454372229,6,0,0,0.0
session_000229,user_08538,2025-04-06,Mobile,Email,466.7191693494711,5,0,0,0.0
session_000230,user_05762,2025-04-04,Mobile,Email,34.34473772659597,6,0,0,0.0
session_000231,user_01442,2025-05-22,Mobile,Social,1228.255961328801,4,0,0,0.0
session_000232,user_05380,2025-06-08,Desktop,Organic,208.19843253216047,3,0,0,0.0
session_000233,user_09268,2025-06-09,Mobile,Paid Search,398.69747268133796,3,0,0,0.0
session_000234,user_01795,2025-05-25,Desktop,Social,91.71169045575668,3,0,0,0.0
session_000235,user_01232,2025-04-23,Mobile,Social,890.4549367786753,7,0,0,0.0
session_000236,user_08683,2025-04-28,Mobile,Organic,115.74746562147713,4,0,0,0.0
session_000237,user_02897,2025-05-03,Mobile,Paid Search,56.87781195539563,3,0,0,0.0
session_000238,user_09478,2025-03-25,Mobile,Direct,453.5244111102005,7,0,0,0.0
session_000239,user_06215,2025-04-26,Mobile,Organic,138.25707005179697,3,0,0,0.0
session_000240,user_04013,2025-05-24,Desktop,Organic,800.7591551324922,3,0,0,0.0
session_000241,user_09766,2025-05-25,Desktop,Paid Search,124.52186642833644,4,0,0,0.0
session_000242,user_06823,2025-05-12,Mobile,Organic,615.5742052930383,6,0,0,0.0
session_000243,user_05949,2025-04-25,Mobile,Direct,363.06533781504464,9,0,0,0.0
session_000244,user_09197,2025-04-07,Desktop,Paid Search,89.25574428006638,8,0,0,0.0
session_000245,user_05868,2025-06-10,Desktop,Organic,283.032902417261,5,0,0,0.0
session_000246,user_04917,2025-04-30,Desktop,Paid Search,126.19591335197698,8,0,0,0.0
session_000247,user_09761,2025-06-09,Desktop,Paid Search,170.02039696153471,4,0,0,0.0
session_000248,user_08336,2025-04-22,Mobile,Direct,30.05272351402126,6,0,0,0.0
session_000249,user_07489,2025-04-10,Mobile,Organic,30.0,7,0,0,0.0
session_000250,user_05785,2025-06-06,Mobile,Paid Search,54.6866237736472,4,0,0,0.0
session_000251,user_08812,2025-05-09,Mobile,Organic,67.93762376573879,5,0,0,0.0
session_000252,user_07850,2025-05-02,Desktop,Organic,50.55518765383815,6,0,0,0.0
session_000253,user_05460,2025-05-05,Mobile,Organic,213.2335974287388,4,0,0,0.0
session_000254,user_01266,2025-04-04,Tablet,Organic,457.26850041877225,4,0,0,0.0
session_000255,user_01917,2025-05-06,Tablet,Organic,721.2917154695366,6,0,0,0.0
session_000256,user_05739,2025-04-17,Mobile,Paid Search,225.61521927503946,6,0,0,0.0
session_000257,user_09862,2025-05-09,Mobile,Paid Search,920.6846428235234,1,1,0,0.0
session_000258,user_00558,2025-06-01,Mobile,Social,519.2675310670033,6,0,0,0.0
session_000259,user_07319,2025-05-19,Mobile,Email,69.08937820354615,4,0,0,0.0
session_000260,user_05587,2025-03-25,Desktop,Direct,348.404581674789,3,0,0,0.0
session_000261,user_05947,2025-05-29,Mobile,Organic,237.97935641105272,8,0,0,0.0
session_000262,user_08290,2025-04-19,Mobile,Organic,209.14610846508265,4,0,0,0.0
session_000263,user_02051,2025-03-20,Desktop,Organic,159.86750452109953,7,0,0,0.0
session_000264,user_01312,2025-04-11,Mobile,Paid Search,193.6700392160792,8,0,0,0.0
session_000265,user_07268,2025-05-29,Mobile,Organic,591.6610639377757,3,0,0,0.0
session_000266,user_04697,2025-03-30,Desktop,Paid Search,695.284860948549,7,0,0,0.0
session_000267,user_06141,2025-06-06,Tablet,Organic,330.96956529458856,3,0,0,0.0
session_000268,user_08103,2025-05-20,Mobile,Organic,391.62861041544335,3,0,0,0.0
session_000269,user_04493,2025-05-28,Mobile,Paid Search,192.77210167052158,6,0,0,0.0
session_000270,user_05201,2025-03-21,Mobile,Direct,281.2141000239448,5,0,1,29.75
session_000271,user_00740,2025-04-26,Desktop,Organic,106.24594969397424,3,0,0,0.0
session_000272,user_07257,2025-05-05,Mobile,Organic,186.93900802188588,8,0,0,0.0
session_000273,user_01257,2025-03-31,Mobile,Social,399.1151798731915,5,0,0,0.0
session_000274,user_05228,2025-06-03,Mobile,Social,151.1477594494004,6,0,0,0.0
session_000275,user_08066,2025-03-17,Mobile,Direct,30.0,3,0,0,0.0
session_000276,user_03703,2025-03-15,Mobile,Direct,104.35997568990642,3,0,0,0.0
session_000277,user_08687,2025-06-10,Mobile,Organic,329.91976013826576,3,0,0,0.0
session_000278,user_03617,2025-03-20,Mobile,Paid Search,176.04484386986204,5,0,0,0.0
session_000279,user_00809,2025-04-10,Desktop,Organic,30.0,11,0,0,0.0
session_000280,user_02803,2025-04-10,Mobile,Paid Search,240.46854408966018,5,0,0,0.0
session_000281,user_00838,2025-05-03,Desktop,Organic,634.2694320708207,4,0,0,0.0
session_000282,user_05224,2025-06-02,Desktop,Paid Search,183.99536662820648,5,0,0,0.0
session_000283,user_08624,2025-05-24,Mobile,Direct,557.7735246812666,3,0,0,0.0
session_000284,user_09187,2025-04-20,Mobile,Social,43.953098724920956,3,0,0,0.0
session_000285,user_03641,2025-04-18,Mobile,Direct,138.55575513235613,11,0,0,0.0
session_000286,user_05819,2025-03-22,Desktop,Paid Search,769.999438293241,8,0,0,0.0
session_000287,user_08095,2025-03-17,Mobile,Paid Search,420.38864530414224,3,0,0,0.0
session_000288,user_06333,2025-05-14,Mobile,Organic,334.0680300875327,7,0,0,0.0
session_000289,user_07334,2025-04-20,Desktop,Organic,206.2897084771249,6,0,0,0.0
session_000290,user_00898,2025-04-18,Mobile,Paid Search,542.1589068887772,9,0,0,0.0
session_000291,user_09285,2025-05-09,Mobile,Organic,1056.9468420951437,5,0,0,0.0
session_000292,user_05066,2025-05-30,Mobile,Organic,61.314190845985976,7,0,0,0.0
session_000293,user_04500,2025-05-31,Desktop,Paid Search,177.17912938374474,8,0,0,0.0
session_000294,user_04295,2025-04-05,Mobile,Organic,294.89434269420684,3,0,0,0.0
session_000295,user_06196,2025-04-03,Mobile,Direct,177.40803799265268,2,0,0,0.0
session_000296,user_07426,2025-05-10,Desktop,Direct,236.47104130242866,7,0,0,0.0
session_000297,user_07277,2025-04-14,Desktop,Social,292.6715767679287,4,0,0,0.0
session_000298,user_05526,2025-05-13,Mobile,Organic,367.49830569009026,3,0,0,0.0
session_000299,user_01399,2025-05-10,Mobile,Paid Search,40.907657836309525,8,0,0,0.0
session_000300,user_00047,2025-04-12,Mobile,Organic,88.99785339478078,5,0,0,0.0
session_000301,user_00205,2025-04-06,Desktop,Paid Search,95.08687623337687,5,0,1,17.66
session_000302,user_07707,2025-04-11,Mobile,Social,30.0,5,0,0,0.0
session_000303,user_06185,2025-04-17,Mobile,Paid Search,155.19865851484778,6,0,0,0.0
session_000304,user_02414,2025-06-06,Mobile,Social,850.0599331885501,3,0,0,0.0
session_000305,user_05376,2025-04-17,Mobile,Organic,113.43186208802743,6,0,0,0.0
session_000306,user_08692,2025-04-15,Desktop,Organic,156.60907990073923,7,0,0,0.0
session_000307,user_06217,2025-04-08,Desktop,Social,238.2590445353238,3,0,0,0.0
session_000308,user_00176,2025-04-08,Mobile,Paid Search,122.3746921347878,5,0,0,0.0
session_000309,user_01240,2025-04-21,Mobile,Email,144.4601635908358,5,0,0,0.0
session_000310,user_08243,2025-04-25,Mobile,Direct,157.085314309288,3,0,0,0.0
session_000311,user_02551,2025-05-17,Desktop,Direct,55.13709810609499,2,0,0,0.0
session_000312,user_07718,2025-05-01,Desktop,Organic,1196.708605865239,2,0,0,0.0
session_000313,user_03757,2025-05-02,Mobile,Direct,166.179193418009,8,0,0,0.0
session_000314,user_04915,2025-06-05,Mobile,Organic,176.1680199680566,7,0,0,0.0
session_000315,user_01764,2025-05-03,Desktop,Direct,62.66574261845962,6,0,0,0.0
